documento,mesa_id
137634071,5
724698071,5
856893364,5
60574992,5
596843051,5
929067848,5
94010836,5
172384941,5
908135343,5
710912048,5
513895886,5
975166622,5
937994282,5
509312322,5
748441237,5
739636548,5
947361314,5
145716831,5
353605565,5
680907465,5
679434262,5
21731210,5
587191359,5
990143855,5
498837115,5
926468283,5
668584449,5
740932489,5
940949366,5
902009245,5
675865863,5
963459696,5
651624187,5
605884157,5
501195188,5
243466489,5
445421685,5
159494888,5
323338549,5
896204735,5
943876059,5
739545858,5
52770095,5
804183493,5
645555945,5
717589749,5
238276482,5
313014781,5
520603018,5
154000063,5
956204073,5
505232017,5
518985011,5
523914184,5
273984979,5
192801886,5
726971293,5
809337835,5
868396589,5
798535344,5
905937558,5
830122843,5
33444477,5
660592514,5
795248206,5
681702676,5
26057998,5
171631015,5
230716028,5
311014188,5
387133786,5
700437869,5
398936950,5
504874509,5
272962308,5
262520116,5
126995208,5
88316296,5
221468377,5
903575915,5
43202537,5
551828601,5
450068256,5
178010259,5
939725586,5
935300563,5
562367583,5
674125618,5
983452302,5
234559159,5
360876001,5
429064627,5
331449371,5
989819299,5
638074243,5
457019848,5
90579358,5
246189171,5
570517476,5
437685926,5
44302750,5
379832179,5
119053731,5
95562999,5
81400844,5
672753488,5
899404038,5
138489885,5
459189999,5
373813681,5
848343427,5
746199449,5
779770064,5
94853782,5
278197529,5
626700360,5
914605960,5
229409866,5
62662949,5
173309910,5
359423915,5
838059693,5
568426642,5
127921520,5
205053824,5
271548388,5
214654475,5
270010803,5
534753117,5
171453882,5
738704693,5
490368688,5
354181882,5
976388206,5
241010786,5
441867677,5
995889512,5
581274469,5
23770486,5
481379802,5
69605883,5
662068534,5
476571776,5
441522526,5
314859572,5
406904938,5
901860656,5
840829839,5
25038593,5
713206838,5
449403417,5
870944518,5
949662472,5
576142442,5
780970151,5
605885544,5
801979419,5
312182429,5
17084491,5
651851430,5
545726274,5
595148972,5
758901118,5
520266552,5
87388026,5
136013740,5
261406812,5
355482709,5
386101605,5
890305384,5
139337654,5
106495230,5
417067768,5
501955690,5
609084933,5
466501075,5
518555088,5
225591187,5
958684111,5
678672724,5
37040526,5
684614861,5
172587030,5
965259834,5
937726546,5
349875098,5
476700967,5
475964659,5
287395702,5
328755540,5
48897961,5
973732112,5
509625457,5
172420264,5
286340528,5
736738788,5
676535486,5
126374541,5
354783457,5
544349355,5
651195614,5
531516410,5
840658125,5
359578424,5
39634497,5
12239952,5
562183982,5
803165867,5
132412495,5
221048034,5
309527372,5
259987289,5
392934365,5
113878620,5
764266201,5
935154921,5
140044929,5
837971258,5
669165682,5
960457515,5
163666250,5
409918975,5
847739249,5
295800261,5
378762284,5
998202784,5
941311417,5
899236469,5
99861684,5
566217054,5
551939661,5
603419586,5
599740054,5
138486976,5
14002397,5
280958324,5
719883564,5
166827018,5
927012887,5
692395410,5
256473327,5
335877037,5
400808054,5
596957794,5
71036110,5
897691362,5
555733424,5
335966358,5
626056449,5
562690740,5
436135645,5
565168422,5
144024281,5
771851235,5
172732325,5
690345091,5
11879030,5
471415557,5
629249833,5
203140355,5
688082025,5
222635395,5
724170759,5
207823744,5
852667297,5
246748076,5
567450860,5
768791315,5
408501034,5
975845023,5
865651214,5
303862146,5
311353304,5
710557589,5
855787008,5
450579889,5
147103531,5
890435659,5
617892381,5
563074853,5
547366621,5
363189321,5
123032494,5
443498385,5
32186843,5
323224657,5
702117932,5
378631634,5
71973546,5
191064824,5
404981525,5
520419213,5
263619252,5
328791243,5
269656355,5
900170099,5
260581651,5
812514944,5
933926465,5
99533781,5
873780811,5
256759524,5
581808225,5
528385727,5
930435791,5
658057270,5
643872371,5
428928649,5
225521060,5
723996127,5
622500581,5
12834932,5
606567231,5
572309689,5
399410600,5
774977181,5
130679396,5
813111614,5
253625283,5
556459096,5
586140209,5
600943053,5
583115782,5
119830911,5
203331766,5
954372331,5
488571895,5
149676520,5
229653719,5
55647909,5
896432072,5
375322466,5
864188939,5
952880226,5
30534183,5
843461843,5
139615354,5
329958346,5
187981479,5
191146677,5
724727367,5
852808508,5
774349120,5
317500738,5
187443016,5
207693048,5
431366944,5
121087201,5
16473694,5
335617123,5
370586678,5
915045090,5
882495098,5
179363815,5
142522781,5
131655265,5
412952489,5
259319733,5
346935296,5
559503859,5
619855139,5
613212144,5
785131747,5
287805047,5
916504128,5
614107833,5
448366500,5
389906130,5
520793853,5
385275201,5
623567280,5
753549315,5
549159825,5
900595752,5
934949939,5
503423974,5
893936480,5
541655641,5
726594624,5
971660289,5
604432314,5
115185771,5
810188090,5
676708676,5
87597199,5
731484480,5
515324870,5
450724065,5
673778374,5
591709647,5
88542585,5
238220997,5
83022451,5
703598412,5
368662294,5
364400726,5
356816486,5
444012621,5
122019178,5
353162532,5
292374449,5
162639568,5
167666624,5
25850419,5
533665636,5
169931518,5
436239729,5
397241683,5
506625414,5
883764605,5
564202896,5
185277740,5
759257941,5
566310433,5
636262827,5
421281473,5
214515404,5
286937497,5
409793719,5
810272188,5
85587652,5
724945777,5
